player,player_norm,team,team_norm,role,FVM,ballotaggio,p_start,Pv_hat,AFCON_RISK,START_TIER,Mv_hat,G_perPv_hat,A_perPv_hat,YC_perPv_hat,RC_perPv_hat,OG_perPv_hat,GC_perPv_hat,PKsave_perPv_hat,G_hat,A_hat,YC_hat,RC_hat,OG_hat,GC_hat,PKsave_hat,PK_taken_hat,PK_goals_hat,SP_assists_hat,Mod_share_hat
Bernede,bernede,Verona,verona,C,10,True,0.65,24.7,0,battle,5.79,0.069,0.024,0.169,0.01,0.0,,,1.708,0.592,4.186,0.237,0.0,,,0.0,0.0,0.0,0.0
Kastanos,kastanos,Verona,verona,C,10,,0.35,13.3,0,backup,5.89,0.045,0.0,0.182,0.0,0.0,,,0.605,0.0,2.418,0.0,0.0,,,0.0,0.0,0.0,0.0
Moro N.,moro n,Bologna,bologna,C,7,,0.35,13.3,0,backup,6.0,0.034,0.064,0.073,0.002,0.0,,,0.448,0.853,0.969,0.029,0.0,,,0.0,0.0,0.0,0.0
Prati,prati,Cagliari,cagliari,C,11,False,0.85,32.3,0,starter,5.85,0.028,0.038,0.098,0.005,0.0,,,0.897,1.223,3.165,0.163,0.0,,,0.0,0.0,0.0,0.0
Castagnetti,castagnetti,Cremonese,cremonese,C,5,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Venturino,venturino,Genoa,genoa,C,10,,0.35,13.3,0,backup,6.83,0.158,0.038,0.101,0.0,0.01,,,2.096,0.511,1.341,0.0,0.128,,,0.0,0.0,0.0,0.0
Douglas Luiz,douglas luiz,Juventus,juventus,C,6,,0.35,13.3,0,backup,5.87,0.023,0.021,0.137,0.001,0.0,,,0.305,0.273,1.828,0.016,0.0,,,0.0,0.0,0.0,0.0
Berisha M.,berisha m,Lecce,lecce,C,7,True,0.65,24.7,0,battle,6.07,0.01,0.062,0.289,0.0,0.0,,,0.249,1.52,7.137,0.0,0.0,,,0.0,0.0,0.0,0.0
Rafia,rafia,Lecce,lecce,C,7,,0.35,13.3,0,backup,5.78,0.003,0.004,0.213,0.0,0.0,,,0.045,0.051,2.833,0.0,0.0,,,0.0,0.0,0.0,0.0
Bondo,bondo,Cremonese,cremonese,C,18,True,0.65,24.7,0,battle,5.286,0.086,0.067,0.143,0.007,0.001,,,2.132,1.66,3.524,0.166,0.021,,,0.0,0.0,0.0,0.0
Zerbin,zerbin,Cremonese,cremonese,C,24,False,0.85,32.3,0,starter,5.286,0.086,0.067,0.143,0.007,0.001,,,2.787,2.171,4.609,0.217,0.027,,,0.0,0.0,0.0,0.0
Vural,vural,Pisa,pisa,C,1,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Akinsanmiro,akinsanmiro,Pisa,pisa,C,13,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Niasse,niasse,Verona,verona,C,12,True,0.65,20.7,1,battle,5.5,0.022,0.027,0.278,0.011,0.0,,,0.446,0.558,5.758,0.223,0.0,,,0.0,0.0,0.0,0.0
Miller L.,miller l,Udinese,udinese,C,10,True,0.65,24.7,0,battle,5.886,0.037,0.043,0.144,0.0,0.0,,,0.925,1.057,3.566,0.0,0.0,,,0.0,0.0,0.0,0.0
Engelhardt,engelhardt,Como,como,C,3,,0.35,13.3,0,backup,5.81,0.074,0.07,0.18,0.002,0.0,,,0.984,0.929,2.391,0.033,0.0,,,0.0,0.0,0.0,0.0
Pickel,pickel,Cremonese,cremonese,C,3,,0.35,9.3,1,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,0.803,0.625,1.327,0.063,0.008,,,0.0,0.0,0.0,0.0
Ndour,ndour,Fiorentina,fiorentina,C,4,,0.35,13.3,0,backup,5.71,0.059,0.052,0.161,0.007,0.0,,,0.782,0.695,2.142,0.087,0.0,,,0.0,0.0,0.0,0.0
Sabiri,sabiri,Fiorentina,fiorentina,C,4,,0.35,13.3,0,backup,5.932,0.09,0.08,0.171,0.01,0.0,,,1.203,1.069,2.272,0.134,0.0,,,0.0,0.0,0.0,0.0
Estevez,estevez,Parma,parma,C,3,,0.35,13.3,0,backup,5.79,0.038,0.018,0.154,0.002,0.0,,,0.505,0.239,2.048,0.027,0.0,,,0.0,0.0,0.0,0.0
Leris,leris,Pisa,pisa,C,3,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Zarraga,zarraga,Udinese,udinese,C,6,,0.35,13.3,0,backup,5.78,0.054,0.004,0.014,0.0,0.0,,,0.715,0.057,0.192,0.0,0.0,,,0.0,0.0,0.0,0.0
Santiago,santiago,Verona,verona,C,2,True,0.65,24.7,0,battle,4.792,0.048,0.06,0.174,0.024,0.0,,,1.183,1.479,4.289,0.592,0.0,,,0.0,0.0,0.0,0.0
Liteta,liteta,Cagliari,cagliari,C,6,,0.35,13.3,0,backup,5.257,0.056,0.076,0.096,0.01,0.0,,,0.739,1.008,1.276,0.134,0.0,,,0.0,0.0,0.0,0.0
Alli,alli,Como,como,C,1,,0.35,13.3,0,backup,4.5,0.114,0.094,0.141,0.062,0.0,,,1.622,1.253,1.88,0.822,0.0,,,0.14,0.108,0.0,0.0
Bianco,bianco,Fiorentina,fiorentina,C,2,,0.35,13.3,0,backup,5.932,0.09,0.08,0.171,0.01,0.0,,,1.203,1.069,2.272,0.134,0.0,,,0.0,0.0,0.0,0.0
Basic,basic,Lazio,lazio,C,1,,0.35,13.3,0,backup,0.0,0.081,0.092,0.238,0.016,0.0,,,1.078,1.222,3.163,0.216,0.0,,,0.0,0.0,0.0,0.0
Kaba,kaba,Lecce,lecce,C,2,,0.35,13.3,0,backup,5.88,0.013,0.015,0.102,0.0,0.0,,,0.179,0.205,1.356,0.0,0.0,,,0.0,0.0,0.0,0.0
Marchwinski,marchwinski,Lecce,lecce,C,2,,0.35,13.3,0,backup,0.0,0.034,0.038,0.13,0.0,0.0,,,0.448,0.512,1.726,0.0,0.0,,,0.0,0.0,0.0,0.0
Hojholt,hojholt,Pisa,pisa,C,2,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Arena,arena,Pisa,pisa,C,1,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Iannoni,iannoni,Sassuolo,sassuolo,C,7,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Pafundi,pafundi,Udinese,udinese,C,6,,0.35,13.3,0,backup,5.67,0.032,0.036,0.123,0.0,0.0,,,0.423,0.484,1.632,0.0,0.0,,,0.0,0.0,0.0,0.0
Rog,rog,Cagliari,cagliari,C,1,,0.35,13.3,0,backup,5.257,0.056,0.076,0.096,0.01,0.0,,,0.739,1.008,1.276,0.134,0.0,,,0.0,0.0,0.0,0.0
Adzic,adzic,Juventus,juventus,C,1,,0.35,13.3,0,backup,6.0,0.087,0.078,0.142,0.005,0.0,,,1.16,1.038,1.892,0.061,0.0,,,0.0,0.0,0.0,0.0
Ilkhan,ilkhan,Torino,torino,C,1,True,0.65,24.7,0,battle,5.981,0.091,0.034,0.153,0.006,0.0,,,2.245,0.842,3.789,0.14,0.0,,,0.0,0.0,0.0,0.0
Martinez L.,martinez l,Inter,inter,A,380,,0.35,13.3,0,backup,6.19,0.387,0.097,0.032,0.0,0.0,,,5.148,2.404,0.429,0.0,0.0,,,0.0,0.0,1.116,0.0
Kean,kean,Fiorentina,fiorentina,A,375,False,0.85,32.3,0,starter,6.42,0.594,0.062,0.188,0.0,0.0,,,22.84,2.019,6.056,0.0,0.0,,,4.76,3.662,0.0,0.0
Lukaku,lukaku,Napoli,napoli,A,200,True,0.65,24.7,0,battle,6.29,0.389,0.25,0.111,0.0,0.0,,,11.356,6.175,2.744,0.0,0.0,,,2.275,1.75,0.0,0.0
Lookman,lookman,Atalanta,atalanta,A,100,,0.35,9.3,1,backup,6.42,0.484,0.129,0.129,0.0,0.0,,,4.5,1.2,1.2,0.0,0.0,,,0.0,0.0,0.0,0.0
Thuram,thuram,Inter,inter,A,310,False,0.85,32.3,0,starter,6.33,0.438,0.125,0.031,0.0,0.0,,,14.131,4.037,1.009,0.0,0.0,,,0.0,0.0,0.0,0.0
David,david,Juventus,juventus,A,278,False,0.85,32.3,0,starter,4.424,0.274,0.115,0.08,0.009,0.0,,,11.607,3.716,2.573,0.286,0.0,,,3.57,2.746,0.0,0.0
Dybala,dybala,Roma,roma,A,244,True,0.65,24.7,0,battle,6.48,0.3,0.15,0.1,0.0,0.0,,,8.21,3.705,2.47,0.0,0.0,,,1.04,0.8,0.0,0.0
Gimenez,gimenez,Milan,milan,A,216,,0.35,13.3,0,backup,5.88,0.336,0.095,0.212,0.053,0.0,,,4.472,1.261,2.821,0.711,0.0,,,0.0,0.0,0.0,0.0
Yildiz,yildiz,Juventus,juventus,A,237,False,0.85,32.3,0,starter,6.34,0.206,0.118,0.059,0.029,0.0,,,6.65,3.8,1.9,0.95,0.0,,,0.0,0.0,0.0,0.0
Vlahovic,vlahovic,Juventus,juventus,A,99,,0.35,13.3,0,backup,6.12,0.4,0.12,0.12,0.0,0.0,,,5.643,1.596,1.596,0.0,0.0,,,0.42,0.323,0.0,0.0
Leao,leao,Milan,milan,A,242,False,0.85,32.3,0,starter,6.19,0.235,0.235,0.147,0.0,0.0,,,7.6,7.6,4.75,0.0,0.0,,,0.0,0.0,0.0,0.0
De Ketelaere,de ketelaere,Atalanta,atalanta,A,166,False,0.85,32.3,0,starter,6.19,0.206,0.147,0.029,0.0,0.0,,,6.65,4.75,0.95,0.0,0.0,,,0.0,0.0,0.0,0.0
Castellanos,castellanos,Lazio,lazio,A,161,True,0.65,24.7,0,battle,6.29,0.345,0.103,0.241,0.034,0.0,,,9.217,7.06,5.962,0.852,0.0,,,0.91,0.7,4.504,0.0
Dovbyk,dovbyk,Roma,roma,A,152,True,0.65,24.7,0,battle,6.0,0.375,0.062,0.0,0.0,0.0,,,9.262,1.544,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Berardi,berardi,Sassuolo,sassuolo,A,144,False,0.85,32.3,0,starter,5.068,0.214,0.078,0.102,0.004,0.0,,,6.917,2.532,3.309,0.134,0.013,,,0.0,0.0,0.0,0.0
Dia,dia,Lazio,lazio,A,112,True,0.65,20.7,1,battle,6.01,0.257,0.114,0.057,0.0,0.0,,,5.616,2.366,1.183,0.0,0.0,,,0.381,0.293,0.0,0.0
Krstovic,krstovic,Atalanta,atalanta,A,148,True,0.65,24.7,0,battle,4.185,0.456,0.155,0.068,0.0,0.0,,,11.971,3.837,1.679,0.0,0.0,,,0.91,0.7,0.0,0.0
Soulè,soule,Roma,roma,A,126,False,0.85,32.3,0,starter,6.24,0.217,0.217,0.13,0.0,0.0,,,7.022,7.022,4.213,0.0,0.0,,,0.0,0.0,0.0,0.0
Zapata D.,zapata d,Torino,torino,A,91,True,0.65,24.7,0,battle,6.57,0.247,0.041,0.112,0.0,0.0,,,6.096,1.025,2.772,0.0,0.0,,,0.0,0.0,0.0,0.0
Scamacca,scamacca,Atalanta,atalanta,A,106,,0.35,13.3,0,backup,0.0,0.456,0.155,0.068,0.0,0.0,,,6.257,2.066,0.904,0.0,0.0,,,0.245,0.188,0.0,0.0
Castro S.,castro s,Bologna,bologna,A,122,True,0.65,24.7,0,battle,6.17,0.242,0.121,0.242,0.0,0.03,,,5.988,2.994,5.988,0.0,0.748,,,0.0,0.0,0.0,0.0
Immobile,immobile,Bologna,bologna,A,140,True,0.65,24.7,0,battle,5.117,0.174,0.107,0.083,0.0,0.008,,,6.737,2.654,2.041,0.0,0.204,,,3.185,2.45,0.0,0.0
Lang,lang,Napoli,napoli,A,82,True,0.65,24.7,0,battle,4.53,0.25,0.13,0.083,0.0,0.0,,,6.175,3.202,2.058,0.0,0.0,,,0.0,0.0,0.0,0.0
Ferguson E.,ferguson e,Roma,roma,A,124,True,0.65,24.7,0,battle,4.964,0.284,0.126,0.063,0.0,0.0,,,9.82,6.659,1.56,0.0,0.0,,,3.64,2.8,3.539,0.0
Morata,morata,Como,como,A,84,,0.35,13.3,0,backup,3.732,0.188,0.094,0.062,0.0,0.0,,,2.871,1.247,0.831,0.0,0.0,,,0.49,0.377,0.0,0.0
Piccoli,piccoli,Cagliari,cagliari,A,86,,0.35,13.3,0,backup,6.0,0.27,0.027,0.162,0.0,0.0,,,4.16,0.359,2.157,0.0,0.0,,,0.735,0.565,0.0,0.0
Diao,diao,Como,como,A,95,False,0.85,28.3,1,starter,3.732,0.188,0.094,0.062,0.0,0.0,,,5.306,2.653,1.769,0.0,0.0,,,0.0,0.0,0.0,0.0
Pinamonti,pinamonti,Sassuolo,sassuolo,A,73,False,0.85,32.3,0,starter,5.068,0.214,0.078,0.102,0.004,0.0,,,6.917,2.532,3.309,0.134,0.013,,,0.0,0.0,0.0,0.0
Dzeko,dzeko,Fiorentina,fiorentina,A,63,False,0.85,32.3,0,starter,4.63,0.361,0.084,0.169,0.0,0.0,,,11.675,2.724,5.448,0.0,0.0,,,0.0,0.0,0.0,0.0
Lucca,lucca,Napoli,napoli,A,126,True,0.65,24.7,0,battle,4.53,0.25,0.13,0.083,0.0,0.0,,,6.425,3.202,2.058,0.0,0.0,,,0.325,0.25,0.0,0.0
Laurientè,lauriente,Sassuolo,sassuolo,A,50,False,0.85,32.3,0,starter,5.068,0.214,0.078,0.102,0.004,0.0,,,6.917,2.532,3.309,0.134,0.013,,,0.0,0.0,0.0,0.0
Kuhn,kuhn,Como,como,A,39,True,0.65,24.7,0,battle,3.732,0.188,0.094,0.062,0.0,0.0,,,4.631,2.316,1.544,0.0,0.0,,,0.0,0.0,0.0,0.0
Adams C.,adams c,Torino,torino,A,68,True,0.65,24.7,0,battle,6.0,0.257,0.114,0.086,0.0,0.0,,,6.351,7.327,2.117,0.0,0.0,,,0.0,0.0,4.504,0.0
Pedro,pedro,Lazio,lazio,A,45,True,0.65,24.7,0,battle,6.21,0.357,0.036,0.107,0.0,0.0,,,8.821,0.882,2.646,0.0,0.0,,,0.0,0.0,0.0,0.0
Pellegrino M.,pellegrino m,Parma,parma,A,72,False,0.85,32.3,0,starter,6.14,0.204,0.029,0.159,0.003,0.0,,,6.575,0.952,5.133,0.087,0.0,,,0.0,0.0,0.0,0.0
Luvumbo,luvumbo,Cagliari,cagliari,A,20,False,0.85,28.3,1,starter,5.98,0.077,0.077,0.077,0.0,0.0,,,2.177,2.177,2.177,0.0,0.0,,,0.0,0.0,0.0,0.0
Colombo,colombo,Genoa,genoa,A,43,True,0.65,24.7,0,battle,5.953,0.147,0.084,0.105,0.0,0.0,,,3.84,2.08,2.6,0.0,0.0,,,0.26,0.2,0.0,0.0
Vitinha O.,vitinha o,Genoa,genoa,A,31,True,0.65,24.7,0,battle,5.89,0.091,0.136,0.091,0.0,0.0,,,2.245,3.368,2.245,0.0,0.0,,,0.0,0.0,0.0,0.0
Gonzalez N.,gonzalez n,Juventus,juventus,A,28,,0.35,13.3,0,backup,5.96,0.13,0.087,0.13,0.0,0.0,,,1.735,1.157,1.735,0.0,0.0,,,0.0,0.0,0.0,0.0
Camarda,camarda,Lecce,lecce,A,30,False,0.85,32.3,0,starter,4.983,0.144,0.063,0.126,0.018,0.0,,,6.487,2.037,4.074,0.582,0.0,,,2.38,1.831,0.0,0.0
Davis K.,davis k,Udinese,udinese,A,40,False,0.85,32.3,0,starter,6.0,0.148,0.062,0.129,0.0,0.0,,,4.783,1.988,4.162,0.0,0.0,,,0.0,0.0,0.0,0.0
Nzola,nzola,Pisa,pisa,A,28,,0.35,9.3,1,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,1.991,0.729,0.953,0.038,0.004,,,0.0,0.0,0.0,0.0
Cambiaghi,cambiaghi,Bologna,bologna,A,26,True,0.65,24.7,0,battle,6.15,0.076,0.166,0.012,0.0,0.001,,,1.878,4.103,0.306,0.0,0.031,,,0.0,0.0,0.0,0.0
Dallinga,dallinga,Bologna,bologna,A,13,,0.35,13.3,0,backup,5.96,0.13,0.087,0.043,0.0,0.0,,,1.735,1.157,0.578,0.0,0.0,,,0.0,0.0,0.0,0.0
Cutrone,cutrone,Como,como,A,13,,0.35,13.3,0,backup,6.02,0.212,0.121,0.03,0.0,0.0,,,2.821,1.612,0.403,0.0,0.0,,,0.0,0.0,0.0,0.0
Sulemana K.,sulemana k,Atalanta,atalanta,A,21,,0.35,13.3,0,backup,4.185,0.456,0.155,0.068,0.0,0.0,,,6.069,2.066,0.904,0.0,0.0,,,0.0,0.0,0.0,0.0
Dominguez B.,dominguez b,Bologna,bologna,A,24,True,0.65,24.7,0,battle,6.28,0.15,0.1,0.0,0.0,0.0,,,3.705,2.47,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Djuric,djuric,Parma,parma,A,18,,0.35,13.3,0,backup,6.0,0.217,0.043,0.174,0.0,0.0,,,2.891,0.578,2.313,0.0,0.0,,,0.0,0.0,0.0,0.0
Ngonge,ngonge,Torino,torino,A,20,True,0.65,24.7,0,battle,5.028,0.149,0.064,0.096,0.0,0.0,,,3.879,1.577,2.365,0.0,0.0,,,0.26,0.2,0.0,0.0
Aboukhlal,aboukhlal,Torino,torino,A,15,,0.35,9.3,1,backup,5.028,0.149,0.064,0.096,0.0,0.0,,,1.385,0.594,0.89,0.0,0.0,,,0.0,0.0,0.0,0.0
Douvikas,douvikas,Como,como,A,20,,0.35,13.3,0,backup,6.21,0.175,0.088,0.075,0.0,0.0,,,2.381,1.164,0.997,0.0,0.0,,,0.07,0.054,0.0,0.0
De Luca,de luca,Cremonese,cremonese,A,22,True,0.65,24.7,0,battle,5.068,0.214,0.078,0.102,0.004,0.0,,,5.289,1.936,2.53,0.102,0.01,,,0.0,0.0,0.0,0.0
Simeone,simeone,Torino,torino,A,29,False,0.85,32.3,0,starter,5.028,0.149,0.064,0.096,0.0,0.0,,,4.811,2.062,3.093,0.0,0.0,,,0.0,0.0,0.0,0.0
Sarr A.,sarr a,Verona,verona,A,24,False,0.85,28.3,1,starter,5.86,0.138,0.0,0.034,0.0,0.0,,,4.018,0.0,0.976,0.0,0.0,,,0.149,0.115,0.0,0.0
Tourè E.,toure e,Atalanta,atalanta,A,9,,0.35,9.3,1,backup,0.0,0.456,0.155,0.068,0.0,0.0,,,5.166,1.445,0.632,0.0,0.0,,,1.199,0.922,0.0,0.0
Addai,addai,Como,como,A,18,True,0.65,24.7,0,battle,3.732,0.188,0.094,0.062,0.0,0.0,,,4.631,2.316,1.544,0.0,0.0,,,0.0,0.0,0.0,0.0
Johnsen,johnsen,Cremonese,cremonese,A,12,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Beltran L.,beltran l,Fiorentina,fiorentina,A,10,,0.35,13.3,0,backup,5.98,0.167,0.133,0.2,0.0,0.0,,,2.217,1.773,2.66,0.0,0.0,,,0.0,0.0,0.0,0.0
Esposito Se.,esposito se,Cagliari,cagliari,A,70,False,0.85,32.3,0,starter,5.94,0.153,0.031,0.163,0.0,0.0,,,5.14,0.989,5.273,0.0,0.0,,,0.255,0.196,0.0,0.0
Esposito F.P.,esposito f p,Inter,inter,A,18,,0.35,13.3,0,backup,6.152,0.3,0.118,0.073,0.0,0.0,,,3.99,2.688,0.967,0.0,0.0,,,0.0,0.0,1.116,0.0
Noslin,noslin,Lazio,lazio,A,9,,0.35,13.3,0,backup,6.0,0.112,0.104,0.106,0.0,0.0,,,1.487,1.379,1.415,0.004,0.0,,,0.0,0.0,0.0,0.0
Sanabria,sanabria,Cremonese,cremonese,A,33,False,0.85,32.3,0,starter,5.068,0.214,0.078,0.102,0.004,0.0,,,6.917,2.532,3.309,0.134,0.013,,,0.0,0.0,0.0,0.0
Sanchez,sanchez,Udinese,udinese,A,10,,0.35,13.3,0,backup,5.83,0.132,0.032,0.079,0.0,0.0,,,1.758,0.422,1.055,0.0,0.0,,,0.0,0.0,0.0,0.0
Frigan,frigan,Parma,parma,A,9,,0.35,13.3,0,backup,4.841,0.119,0.065,0.131,0.006,0.0,,,1.583,0.871,1.742,0.079,0.0,,,0.0,0.0,0.0,0.0
Bravo,bravo,Udinese,udinese,A,22,True,0.65,24.7,0,battle,6.0,0.148,0.012,0.179,0.0,0.0,,,3.858,0.285,4.417,0.0,0.0,,,0.26,0.2,0.0,0.0
Mosquera,mosquera,Verona,verona,A,14,True,0.65,24.7,0,battle,5.88,0.152,0.03,0.121,0.0,0.0,,,3.742,0.748,2.994,0.0,0.0,,,0.0,0.0,0.0,0.0
Kilicsoy,kilicsoy,Cagliari,cagliari,A,17,True,0.65,24.7,0,battle,5.94,0.153,0.031,0.163,0.0,0.0,,,3.781,0.756,4.033,0.0,0.0,,,0.0,0.0,0.0,0.0
Borrelli,borrelli,Cagliari,cagliari,A,10,,0.35,13.3,0,backup,5.94,0.153,0.031,0.163,0.0,0.0,,,2.036,0.407,2.171,0.0,0.0,,,0.0,0.0,0.0,0.0
Rodriguez Je.,rodriguez je,Como,como,A,16,,0.35,13.3,0,backup,3.732,0.188,0.094,0.062,0.0,0.0,,,2.494,1.247,0.831,0.0,0.0,,,0.0,0.0,0.0,0.0
Okereke,okereke,Cremonese,cremonese,A,7,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Bonny,bonny,Inter,inter,A,27,,0.35,13.3,0,backup,6.152,0.3,0.118,0.073,0.0,0.0,,,4.232,1.572,0.967,0.0,0.0,,,0.315,0.242,0.0,0.0
Banda,banda,Lecce,lecce,A,12,True,0.65,20.7,1,battle,5.77,0.05,0.072,0.094,0.006,0.0,,,1.044,1.492,1.949,0.131,0.0,,,0.0,0.0,0.0,0.0
N'Dri,n dri,Lecce,lecce,A,8,,0.35,13.3,0,backup,5.86,0.094,0.041,0.082,0.012,0.0,,,1.246,0.545,1.09,0.156,0.0,,,0.0,0.0,0.0,0.0
Moreo,moreo,Pisa,pisa,A,16,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Pierini,pierini,Sassuolo,sassuolo,A,9,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Mulattieri,mulattieri,Sassuolo,sassuolo,A,10,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Taremi,taremi,Inter,inter,A,5,,0.35,13.3,0,backup,5.97,0.08,0.112,0.057,0.0,0.0,,,1.064,1.487,0.762,0.0,0.0,,,0.0,0.0,0.0,0.0
Okafor,okafor,Milan,milan,A,5,,0.35,13.3,0,backup,5.991,0.216,0.112,0.155,0.009,0.0,,,2.866,1.491,2.064,0.115,0.0,,,0.0,0.0,0.0,0.0
Almqvist,almqvist,Parma,parma,A,14,True,0.65,24.7,0,battle,5.79,0.038,0.038,0.192,0.0,0.0,,,0.95,0.95,4.75,0.0,0.0,,,0.0,0.0,0.0,0.0
Lind,lind,Pisa,pisa,A,8,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Bayo V.,bayo v,Udinese,udinese,A,12,,0.35,13.3,0,backup,4.521,0.24,0.058,0.144,0.0,0.0,,,3.197,0.767,1.918,0.0,0.0,,,0.0,0.0,0.0,0.0
Karlsson,karlsson,Bologna,bologna,A,7,,0.35,13.3,0,backup,5.117,0.174,0.107,0.083,0.0,0.008,,,2.308,1.429,1.099,0.0,0.11,,,0.0,0.0,0.0,0.0
Cancellieri,cancellieri,Lazio,lazio,A,9,True,0.65,24.7,0,battle,6.112,0.236,0.074,0.128,0.007,0.0,,,5.841,1.836,3.171,0.167,0.0,,,0.0,0.0,0.0,0.0
Brenner,brenner,Udinese,udinese,A,10,,0.35,13.3,0,backup,5.92,0.218,0.14,0.101,0.0,0.0,,,2.903,1.867,1.343,0.0,0.0,,,0.0,0.0,0.0,0.0
Rocha Livramento,rocha livramento,Verona,verona,A,8,,0.35,13.3,0,backup,5.8,0.045,0.045,0.091,0.045,0.0,,,0.605,0.605,1.209,0.605,0.0,,,0.0,0.0,0.0,0.0
Ekuban,ekuban,Genoa,genoa,A,5,,0.35,9.3,1,backup,6.0,0.065,0.158,0.061,0.0,0.0,,,0.602,1.473,0.563,0.0,0.0,,,0.0,0.0,0.0,0.0
Meister,meister,Pisa,pisa,A,13,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Alvarez A.,alvarez a,Sassuolo,sassuolo,A,4,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Pavoletti,pavoletti,Cagliari,cagliari,A,3,,0.35,13.3,0,backup,5.95,0.169,0.014,0.323,0.0,0.0,,,2.246,0.183,4.302,0.0,0.0,,,0.0,0.0,0.0,0.0
Azon,azon,Como,como,A,5,,0.35,13.3,0,backup,0.0,0.188,0.094,0.062,0.0,0.0,,,2.494,1.247,0.831,0.0,0.0,,,0.0,0.0,0.0,0.0
Gabrielloni,gabrielloni,Como,como,A,1,,0.35,13.3,0,backup,6.5,0.2,0.125,0.1,0.0,0.0,,,2.66,1.662,1.33,0.0,0.0,,,0.0,0.0,0.0,0.0
Bonazzoli,bonazzoli,Cremonese,cremonese,A,1,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Ekhator,ekhator,Genoa,genoa,A,3,,0.35,13.3,0,backup,5.87,0.087,0.071,0.076,0.0,0.0,,,1.155,0.945,1.015,0.0,0.0,,,0.0,0.0,0.0,0.0
Milik,milik,Juventus,juventus,A,5,,0.35,13.3,0,backup,0.0,0.274,0.115,0.08,0.009,0.0,,,3.649,1.53,1.059,0.118,0.0,,,0.0,0.0,0.0,0.0
Benedyczak,benedyczak,Parma,parma,A,13,True,0.65,24.7,0,battle,5.67,0.083,0.046,0.092,0.004,0.0,,,2.058,1.132,2.264,0.103,0.0,,,0.0,0.0,0.0,0.0
Buffon L.,buffon l,Pisa,pisa,A,1,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Bonfanti N.,bonfanti n,Pisa,pisa,A,2,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Moro L.,moro l,Sassuolo,sassuolo,A,1,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
Skjellerup,skjellerup,Sassuolo,sassuolo,A,1,,0.35,13.3,0,backup,5.068,0.214,0.078,0.102,0.004,0.0,,,2.848,1.043,1.363,0.055,0.005,,,0.0,0.0,0.0,0.0
