player,team,role,Pts_hat,VORP,Price_final,FVM,Pv_hat,Mv_hat,G_hat,A_hat,YC_hat,RC_hat,OG_hat,AFCON_RISK,START_TIER,Mod_share_hat
Provstgaard,Lazio,D,162.203,0.0,2.016,5,24.7,6.5,1.262,1.766,4.767,0.505,0.252,0,battle,0.0
Bartesaghi,Milan,D,69.559,0.0,2.016,5,13.3,5.33,0.508,0.318,1.905,0.919,0.191,0,backup,0.0
Juan Jesus,Napoli,D,77.59,0.0,2.016,5,13.3,5.81,0.159,0.824,1.859,0.0,0.026,0,backup,0.0
Mazzocchi,Napoli,D,75.598,0.0,2.016,5,13.3,5.7,0.227,0.227,2.086,0.0,0.038,0,backup,0.0
Schuurs,Torino,D,0.093,0.0,2.016,5,13.3,0.0,0.373,0.559,2.175,0.124,0.124,0,backup,0.0
Bonfanti,Atalanta,D,74.442,0.0,2.016,5,13.3,5.55,0.273,1.09,2.126,0.0,0.109,0,backup,0.0
Missori,Sassuolo,D,69.023,0.0,2.016,5,13.3,5.142,0.496,0.614,2.009,0.141,0.093,0,backup,0.0
Slotsager,Verona,D,-0.459,0.0,2.016,5,13.3,0.0,0.393,0.262,2.752,0.262,0.0,0,backup,0.0
Paz Y.,Sassuolo,D,69.023,0.0,2.016,5,13.3,5.142,0.496,0.614,2.009,0.141,0.093,0,backup,0.0
Bianchetti,Cremonese,D,128.186,0.0,1.595,4,24.7,5.142,0.921,1.14,3.731,0.263,0.172,0,battle,0.0
Di Pardo,Cagliari,D,1.917,0.0,1.595,4,13.3,0.0,0.719,0.719,1.677,0.06,0.0,0,backup,0.0
Jack,Como,D,65.342,0.0,1.595,4,13.3,5.0,0.127,0.381,3.078,0.19,0.0,0,backup,0.0
Pieragnolo,Sassuolo,D,69.023,0.0,1.595,4,13.3,5.142,0.496,0.614,2.009,0.141,0.093,0,backup,0.0
Oyegoke,Verona,D,76.817,0.0,1.595,4,13.3,5.83,0.334,0.223,3.004,0.223,0.0,0,backup,0.0
Denoon,Pisa,D,128.186,0.0,1.595,4,24.7,5.142,0.921,1.14,3.731,0.263,0.172,0,battle,0.0
Rouhi,Juventus,D,75.382,0.0,1.595,4,13.3,5.62,0.402,0.268,1.405,0.067,0.0,0,backup,0.0
Coppola F.,Pisa,D,69.023,0.0,1.595,4,13.3,5.142,0.496,0.614,2.009,0.141,0.093,0,backup,0.0
Jean,Lecce,D,76.454,0.0,1.179,3,13.3,5.75,0.035,0.035,0.127,0.028,0.021,0,backup,0.0
Otoa,Genoa,D,67.819,0.0,1.179,3,13.3,5.17,0.388,0.554,2.438,0.72,0.0,0,backup,0.0
Terracciano F.,Cremonese,D,170.858,0.0,1.179,3,32.3,5.142,1.205,1.491,4.879,0.344,0.225,0,starter,3.23
Rus,Pisa,D,69.023,0.0,1.179,3,13.3,5.142,0.496,0.614,2.009,0.141,0.093,0,backup,0.0
Dembelè A.,Torino,D,55.152,0.0,1.179,3,9.3,5.67,1.136,0.554,0.837,0.513,0.048,1,backup,0.0
Palma,Udinese,D,115.975,0.0,1.179,3,24.7,4.695,1.1,1.223,4.647,0.611,0.489,0,battle,0.0
Marcandalli,Genoa,D,78.347,0.0,0.77,2,13.3,5.827,0.456,0.652,2.086,0.065,0.0,0,backup,0.0
Ilic M.,Bologna,D,0.224,0.0,0.77,2,13.3,0.0,0.149,1.121,1.793,0.149,0.075,0,backup,0.0
Sernicola,Cremonese,D,69.023,0.0,0.77,2,13.3,5.142,0.496,0.614,2.009,0.141,0.093,0,backup,0.0
Veiga D.,Lecce,D,119.181,0.0,0.77,2,20.7,5.73,0.248,0.967,0.892,0.198,0.149,1,battle,0.0
Ndaba,Lecce,D,70.472,0.0,0.77,2,13.3,5.315,0.354,0.354,1.273,0.283,0.212,0,backup,0.0
Mbambi,Pisa,D,69.023,0.0,0.77,2,13.3,5.142,0.496,0.614,2.009,0.141,0.093,0,backup,0.0
Esteves T.,Pisa,D,69.023,0.0,0.77,2,13.3,5.142,0.496,0.614,2.009,0.141,0.093,0,backup,0.0
Veroli,Cagliari,D,1.917,0.0,0.372,1,13.3,0.0,0.719,0.719,1.677,0.06,0.0,0,backup,0.0
Perez M.,Lecce,D,70.472,0.0,0.372,1,13.3,5.315,0.354,0.354,1.273,0.283,0.212,0,backup,0.0
Godfrey,Atalanta,D,80.396,0.0,0.372,1,13.3,6.0,0.259,1.036,2.02,0.0,0.104,0,backup,0.0
Sommer,Inter,P,208.645,15.007,74.715,90,32.3,6.18,0.0,0.0,0.0,0.0,0.0,0,starter,12.92
Svilar,Roma,P,206.138,12.5,65.705,82,32.3,6.32,0.0,0.0,0.85,0.0,0.0,0,starter,6.46
Carnesecchi,Atalanta,P,202.232,8.593,52.619,71,32.3,6.34,0.0,0.0,0.95,0.0,0.0,0,starter,6.46
Di Gregorio,Juventus,P,198.28,4.641,52.607,83,32.3,6.15,0.0,0.0,0.0,0.0,0.0,0,starter,6.46
Meret,Napoli,P,170.989,0.0,49.7,92,24.7,6.32,0.0,0.0,0.0,0.0,0.726,0,battle,6.46
De Gea,Fiorentina,P,203.062,9.423,48.942,62,32.3,6.34,0.0,0.0,0.923,0.0,0.0,0,starter,6.46
Maignan,Milan,P,193.794,0.156,43.747,81,32.3,6.18,0.0,0.0,0.873,0.0,0.0,0,starter,6.46
Provedel,Lazio,P,130.001,0.0,28.405,54,24.7,5.98,0.0,0.0,0.0,0.0,0.0,0,battle,6.46
Skorupski,Bologna,P,188.293,0.0,25.65,49,32.3,6.17,0.0,0.0,1.196,0.0,0.0,0,starter,6.46
Martinez Jo.,Inter,P,206.111,12.473,22.33,5,32.3,6.3,0.0,0.0,0.0,0.0,0.0,0,starter,0.0
Butez,Como,P,196.902,3.264,21.777,32,32.3,6.22,0.0,0.0,0.0,0.085,0.0,0,starter,6.46
Israel,Torino,P,100.262,0.0,15.323,30,32.3,3.2,0.0,0.0,2.55,0.0,0.0,0,starter,6.46
Leali,Genoa,P,193.639,0.0,14.253,28,32.3,6.16,0.0,0.0,1.114,0.0,1.114,0,starter,6.46
Caprile,Cagliari,P,195.661,2.022,12.203,18,32.3,6.2,0.0,0.0,0.0,0.0,0.0,0,starter,6.46
Okoye,Udinese,P,99.439,0.0,8.44,17,20.7,6.1,0.0,0.0,0.828,0.0,0.828,1,battle,0.0
Suzuki,Parma,P,174.774,0.0,7.401,15,32.3,6.22,0.0,0.0,0.0,0.873,0.0,0,starter,6.46
Falcone,Lecce,P,175.098,0.0,6.884,14,32.3,6.26,0.0,0.0,1.7,0.0,0.0,0,starter,6.46
Turati,Sassuolo,P,95.735,0.0,6.368,13,32.3,3.43,0.0,0.0,0.799,0.085,0.253,0,starter,6.46
Audero,Cremonese,P,95.735,0.0,5.855,12,32.3,3.43,0.0,0.0,0.799,0.085,0.253,0,starter,6.46
Mandas,Lazio,P,146.082,0.0,5.855,12,24.7,6.28,0.0,0.0,0.0,0.0,0.0,0,battle,0.0
Milinkovic-Savic V.,Napoli,P,95.171,0.0,5.344,11,24.7,4.07,0.0,0.0,0.0,0.0,0.515,0,battle,0.0
Montipò,Verona,P,160.79,0.0,4.835,10,32.3,6.19,0.0,0.0,0.0,0.0,0.897,0,starter,6.46
Ravaglia F.,Bologna,P,72.577,0.0,4.328,9,13.3,6.0,0.0,0.0,0.136,0.0,0.0,0,backup,0.0
Sava,Udinese,P,132.241,0.0,3.825,8,24.7,6.04,0.0,0.0,1.755,0.0,0.26,0,battle,6.46
Semper,Pisa,P,68.269,0.0,3.325,7,24.7,3.43,0.0,0.0,0.611,0.065,0.193,0,battle,0.0
Muric,Sassuolo,P,36.76,0.0,2.828,6,13.3,3.43,0.0,0.0,0.329,0.035,0.104,0,backup,0.0
Scuffet,Pisa,P,74.729,0.0,2.335,5,24.7,3.43,0.0,0.0,0.611,0.065,0.193,0,battle,6.46
Perin,Juventus,P,81.422,0.0,0.892,2,13.3,6.1,0.0,0.0,0.0,0.0,0.0,0,backup,0.0
Rossi F.,Atalanta,P,-3.078,0.0,0.431,1,13.3,0.0,0.0,0.0,0.35,0.0,0.0,0,backup,0.0
Sportiello,Atalanta,P,58.467,0.0,0.431,1,13.3,4.627,0.0,0.0,0.35,0.0,0.0,0,backup,0.0
Pessina Mas.,Bologna,P,46.749,0.0,0.431,1,13.3,4.057,0.0,0.0,0.341,0.0,0.0,0,backup,0.0
Ciocci,Cagliari,P,-7.357,0.0,0.431,1,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0,backup,0.0
Radunovic,Cagliari,P,-7.357,0.0,0.431,1,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0,backup,0.0
Vigorito,Como,P,-11.064,0.0,0.431,1,13.3,0.0,0.0,0.0,0.0,0.35,0.0,0,backup,0.0
Nava,Cremonese,P,36.76,0.0,0.431,1,13.3,3.43,0.0,0.0,0.329,0.035,0.104,0,backup,0.0
Martinelli T.,Fiorentina,P,-3.382,0.0,0.431,1,13.3,0.0,0.0,0.0,0.35,0.0,0.0,0,backup,0.0
Siegrist,Genoa,P,81.839,0.0,0.431,1,13.3,6.5,0.0,0.0,0.374,0.0,0.374,0,backup,0.0
Sommariva,Genoa,P,88.429,0.0,0.431,1,13.3,7.0,0.0,0.0,0.395,0.0,0.395,0,backup,0.0
Di Gennaro,Inter,P,-0.611,0.0,0.431,1,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0,backup,0.0
Pinsoglio,Juventus,P,-1.661,0.0,0.431,1,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0,backup,0.0
Furlanetto,Lazio,P,-9.824,0.0,0.431,1,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0,backup,0.0
Fruchtl,Lecce,P,-13.819,0.0,0.431,1,13.3,0.0,0.0,0.0,0.7,0.0,0.0,0,backup,0.0
Samooja,Lecce,P,-13.819,0.0,0.431,1,13.3,0.0,0.0,0.0,0.7,0.0,0.0,0,backup,0.0
Terracciano,Milan,P,35.519,0.0,0.431,1,13.3,3.045,0.0,0.0,0.341,0.0,0.0,0,backup,0.0
Torriani,Milan,P,-4.98,0.0,0.431,1,13.3,0.0,0.0,0.0,0.341,0.0,0.0,0,backup,0.0
Contini,Napoli,P,-2.885,0.0,0.431,1,13.3,0.0,0.0,0.0,0.0,0.0,0.277,0,backup,0.0
Corvi,Parma,P,-14.206,0.0,0.431,1,13.3,0.0,0.0,0.0,0.0,0.35,0.0,0,backup,0.0
Rinaldi,Parma,P,-14.206,0.0,0.431,1,13.3,0.0,0.0,0.0,0.0,0.35,0.0,0,backup,0.0
Nicolas,Pisa,P,36.76,0.0,0.431,1,13.3,3.43,0.0,0.0,0.329,0.035,0.104,0,backup,0.0
Zelezny,Roma,P,21.569,0.0,0.431,1,13.3,2.03,0.0,0.0,0.591,0.0,0.0,0,backup,0.0
Gollini,Roma,P,66.507,0.0,0.431,1,13.3,5.86,0.0,0.0,1.049,0.0,0.0,0,backup,0.0
Russo A.,Sassuolo,P,36.76,0.0,0.431,1,13.3,3.43,0.0,0.0,0.329,0.035,0.104,0,backup,0.0
Satalino,Sassuolo,P,36.76,0.0,0.431,1,13.3,3.43,0.0,0.0,0.329,0.035,0.104,0,backup,0.0
Paleari,Torino,P,80.417,0.0,0.431,1,13.3,6.5,0.0,0.0,0.997,0.0,0.0,0,backup,0.0
Popa,Torino,P,-3.936,0.0,0.431,1,13.3,0.0,0.0,0.0,1.05,0.0,0.0,0,backup,0.0
Padelli,Udinese,P,73.392,0.0,0.431,1,13.3,6.5,0.0,0.0,0.665,0.0,0.332,0,backup,0.0
Perilli,Verona,P,63.037,0.0,0.431,1,13.3,6.0,0.0,0.0,0.0,0.0,0.315,0,backup,0.0
Vasquez D.,Roma,P,21.569,0.0,0.431,1,13.3,2.03,0.0,0.0,0.591,0.0,0.0,0,backup,0.0
Nunziante,Udinese,P,35.026,0.0,0.431,1,13.3,3.728,0.0,0.0,0.7,0.0,0.35,0,backup,0.0
Lezzerini,Fiorentina,P,38.214,0.0,0.431,1,13.3,3.128,0.0,0.0,0.35,0.0,0.0,0,backup,0.0
Silvestri,Cremonese,P,36.76,0.0,0.431,1,13.3,3.43,0.0,0.0,0.329,0.035,0.104,0,backup,0.0
